expert_start_step,rollout_step,success,reward,eef_nut_distance,nut_x,nut_y,nut_z,eef_x,eef_y,eef_z,action_dx,action_dy,action_dz,action_rx,action_ry,action_rz,action_gripper,latency_ms
0,1,0,0.0046871290205596,0.21142015915887866,-0.11118988202271442,0.17443745849087805,0.8791905858030117,-0.10613507510876642,0.003443317448151461,1.0034239804877276,0.08824216574430466,0.02512590028345585,-0.09366244077682495,0.011631105095148087,0.07257344573736191,0.01906215026974678,-0.9822865128517151,148.14074600002414
0,2,0,0.002725419791813111,0.23485517339071724,-0.11118989778653014,0.1744374414698096,0.844180573194494,-0.10255943757226263,0.004537293083437535,1.0060953878445518,0.02486635558307171,0.04773177579045296,-0.1625719964504242,0.007364723831415176,0.07778170704841614,0.04057689756155014,-0.9996873736381531,1.5334999999936372
0,3,0,0.0021177644305460873,0.24769370347982858,-0.11118940095769629,0.17443797792353147,0.822069913856788,-0.1024561219047748,0.006253511895872279,1.0037010950111487,0.06114664673805237,0.11806437373161316,-0.24685674905776978,-0.0023912983015179634,0.0821918398141861,0.1300140917301178,-1.0,1.3567630000466124
0,4,0,0.002439241173015805,0.24071583783266967,-0.11118868809038303,0.174438747646014,0.8259305874908329,-0.10210195563387969,0.00860666798828648,1.0001754360033246,0.04281899705529213,0.17945554852485657,-0.29963889718055725,-0.007753509096801281,0.08760780841112137,0.16695716977119446,-1.0,1.3408909999839125
0,5,0,0.0027585581589775867,0.2344780517700882,-0.11118824684447613,0.17443922408375856,0.8280013043790944,-0.10164549026275962,0.011321120175316965,0.9961719817756998,0.037128739058971405,0.1957135945558548,-0.31824448704719543,-0.007078486494719982,0.08074501901865005,0.1937447488307953,-1.0,1.0981529999867234
0,6,0,0.003091246142968507,0.2286105592814758,-0.11118800627716886,0.17443948383765884,0.8290130078949847,-0.10115415425388939,0.014378537677079934,0.9919320158183831,0.02625308744609356,0.2186930924654007,-0.3385852873325348,-0.0060751899145543575,0.07459692656993866,0.22679191827774048,-1.0,1.855938000005608
0,7,0,0.0034600105225734536,0.222738039920678,-0.11118788734141709,0.17443961225920435,0.8295015629903898,-0.10071514058067418,0.017786266217461967,0.9874961362418689,0.015582296997308731,0.2401195466518402,-0.353325754404068,-0.004337579943239689,0.06855729967355728,0.2600393295288086,-1.0,6.499812000015481
0,8,0,0.0038798482977868477,0.21672416911686385,-0.1111878306735364,0.17443967344666655,0.8297412352546087,-0.10036102434601586,0.021499191871118022,0.9829122339442453,0.005483339540660381,0.2586314082145691,-0.3636898994445801,-0.001905523706227541,0.06199292093515396,0.2921312153339386,-1.0,1.9233840000083546
0,9,0,0.004359512417375311,0.2105661934423761,-0.1111878029469082,0.17443970338464893,0.8298602869297064,-0.10008296467346763,0.02542357513008787,0.9782145855116925,-0.0006360932602547109,0.273954302072525,-0.3721916675567627,0.0006659039063379169,0.05474723130464554,0.31690073013305664,-1.0,1.3447990000372556
0,10,0,0.004904326544717519,0.20430968348570414,-0.11118778924528017,0.17443971817905865,0.8299196628974862,-0.09985125896188358,0.029468294385706268,0.9734369654449159,-0.003728331532329321,0.2876233458518982,-0.3764956593513489,0.003267178777605295,0.04687776416540146,0.3334168791770935,-1.0,1.1834400000338974
0,11,0,0.005513705273607028,0.1980572285973174,-0.11118778245256615,0.17443972551352976,0.8299493173882218,-0.09966126799065171,0.03350633613654762,0.968627307793063,-0.007903187535703182,0.29511797428131104,-0.37688639760017395,0.005066761281341314,0.03905103728175163,0.3357539772987366,-1.0,10.757931999989978
0,12,0,0.006189349811951139,0.19185740998442816,-0.11118777908110566,0.17443972915388323,0.8299641359000858,-0.09950123452844674,0.03749818734291506,0.9638286366789948,-0.009667922742664814,0.2988285720348358,-0.374521940946579,0.006932135671377182,0.03290067985653877,0.33606523275375366,-1.0,5.932038000025841
0,13,0,0.006930532750018759,0.18575930397032198,-0.11118777740694742,0.17443973096156495,0.8299715425020737,-0.09936715503437527,0.04139972018213764,0.9590728493508945,-0.010396009311079979,0.2976083755493164,-0.3682980239391327,0.007943181321024895,0.027377979829907417,0.33002969622612,-1.0,1.1919659999648502
0,14,0,0.007735144976969411,0.17980973454537447,-0.11118777657544242,0.17443973185938716,0.8299752448681255,-0.0992621737986044,0.045169582226815684,0.9543880619315602,-0.011519343592226505,0.29251718521118164,-0.3608553409576416,0.008497095666825771,0.02254689671099186,0.32134029269218445,-1.0,4.489238000019213
0,15,0,0.00860095513956155,0.17403008547879725,-0.1111877761624186,0.17443973230535198,0.8299770956771704,-0.09917909902264757,0.0488049374326428,0.9498026382063094,-0.012848676182329655,0.28621435165405273,-0.3516392111778259,0.008810246363282204,0.017167717218399048,0.31221094727516174,-1.0,1.8871290000106455
0,16,0,0.009528098430926113,0.16842000117663822,-0.11118777595725267,0.17443973252688114,0.8299780209175107,-0.09912709846353873,0.052321365213561,0.9453337369417306,-0.015773292630910873,0.2793176472187042,-0.34184837341308594,0.009399996139109135,0.012595674954354763,0.3006927967071533,-1.0,3.788466999992579
0,17,0,0.010518148392040728,0.1629672891600577,-0.11118777585533608,0.17443973263692614,0.8299784834612224,-0.09912879737431464,0.055751059529067004,0.9410006310267774,-0.019311433658003807,0.27264052629470825,-0.3289472758769989,0.010556808672845364,0.008988747373223305,0.28794002532958984,-1.0,1.2287959999639497
0,18,0,0.011571111246740673,0.15767294186854583,-0.11118777580470826,0.17443973269159177,0.829978714696249,-0.0992139017405758,0.059106601817942736,0.9368227686265443,-0.02499009296298027,0.26436981558799744,-0.3150843381881714,0.01203911192715168,0.006563265807926655,0.2724277079105377,-1.0,1.206309999986388
0,19,0,0.012680987280499857,0.1525629539126706,-0.11118777577955845,0.17443973271874735,0.8299788302956973,-0.0993913839562749,0.0623638948280509,0.9328151400681194,-0.030331747606396675,0.253178209066391,-0.30072665214538574,0.013326792977750301,0.004376017488539219,0.25541582703590393,-1.0,2.3591199999941637
0,20,0,0.013841458669982787,0.14765429896719037,-0.11118777576706505,0.17443973273223717,0.8299788880864767,-0.09965467539308019,0.06550341364886521,0.9289822111813193,-0.03408430516719818,0.24057158827781677,-0.2864185571670532,0.014644104056060314,0.002839090069755912,0.23843860626220703,-0.9999999403953552,3.411191000054714
0,21,0,0.015044558380913987,0.14297101153079317,-0.11118777576085884,0.1744397327389383,0.8299789169774155,-0.10000787365338329,0.06848588009667737,0.9253177917204474,-0.04100779816508293,0.2276909202337265,-0.2738186717033386,0.014799432829022408,0.0015479015419259667,0.22149603068828583,-0.9999999403953552,1.036709000004521
0,22,0,0.016282761776090327,0.13852733361518935,-0.11118777575777582,0.17443973274226718,0.8299789314206653,-0.1004537674408193,0.07129008646936683,0.9218198465824874,-0.04735410958528519,0.21484524011611938,-0.26084205508232117,0.014601580798625946,0.0005618444993160665,0.2056587189435959,-0.9999998211860657,1.2276909999968666
0,23,0,0.017550882739903986,0.13431623013053465,-0.1111877757562443,0.17443973274392077,0.8299789386411814,-0.10098393656574146,0.07392776530151927,0.9184892529729627,-0.05342375859618187,0.20195524394512177,-0.24836434423923492,0.014809748157858849,-0.0007049049017950892,0.19021855294704437,-0.9999997019767761,4.845040000020617
0,24,0,0.01884525368057287,0.13032669946767178,-0.11118777575548354,0.17443973274474223,0.8299789422508861,-0.10158874347787311,0.07640646962577871,0.9153158422163659,-0.06171746179461479,0.19044636189937592,-0.2389286607503891,0.015015661716461182,-0.0029140033293515444,0.17333738505840302,-0.9999994039535522,1.2178540000036264
0,25,0,0.02016489135506393,0.126544368365863,-0.11118777575510563,0.17443973274515032,0.8299789440554616,-0.10225872367247181,0.07872619341761741,0.9122751625798728,-0.06951697915792465,0.17821989953517914,-0.23225151002407074,0.015261217020452023,-0.005640013143420219,0.1573498398065567,-0.9999988675117493,1.5659010000490525
0,26,0,0.021516935017295402,0.12293639699295897,-0.11118777575491791,0.174439732745353,0.8299789449576109,-0.1029928974754138,0.0809045813319561,0.9093349600142369,-0.07642992585897446,0.1674855351448059,-0.2274595946073532,0.015654971823096275,-0.008170395158231258,0.1444220244884491,-0.9999979734420776,0.9368190000031973
0,27,0,0.022899187505765486,0.11950068289617198,-0.11118777575482464,0.17443973274545369,0.8299789454086162,-0.10378412120977976,0.08293026657503658,0.9064748061674466,-0.0824320986866951,0.15798677504062653,-0.22315292060375214,0.0151005694642663,-0.010703076608479023,0.13230599462985992,-0.9999963045120239,0.8186749999481435
0,28,0,0.024308168804151986,0.11623268120457432,-0.1111877757547783,0.1744397327455037,0.8299789456340845,-0.10461084791297845,0.08480234163950759,0.9036804945722082,-0.08399532735347748,0.15052033960819244,-0.21912626922130585,0.014243317767977715,-0.012735784985125065,0.12108910083770752,-0.9999935030937195,0.6466030000069622
0,29,0,0.02574431483446048,0.1131126946590988,-0.11118777575475527,0.17443973274552854,0.8299789457468013,-0.1054498975181347,0.08653733474198437,0.9009347550340665,-0.0827590748667717,0.14321227371692657,-0.21571508049964905,0.013255051337182522,-0.014253745786845684,0.11151407659053802,-0.9999886751174927,0.7686790000320798
0,30,0,0.02720619919545554,0.11012761812498918,-0.11118777575474385,0.17443973274554084,0.829978945803151,-0.10628419909223655,0.08814807727733681,0.8982270036975346,-0.08102186024188995,0.136129230260849,-0.21264976263046265,0.012262551113963127,-0.01576581411063671,0.10259830951690674,-0.9999805092811584,1.1864190000210328
0,31,0,0.028691934245323427,0.10726831786054285,-0.11118777575473819,0.17443973274554697,0.8299789458313216,-0.1071040324086301,0.08964560678457506,0.8955515869206387,-0.0792030543088913,0.1297062188386917,-0.21015776693820953,0.01122416090220213,-0.01719263195991516,0.0941695049405098,-0.9999665021896362,0.6870209999760846
0,32,0,0.030199483461293142,0.10452728807121017,-0.11118777575473536,0.17443973274555002,0.8299789458454045,-0.10790444652462403,0.09104058106434527,0.8929055316382462,-0.07723454385995865,0.12360186129808426,-0.20764178037643433,0.01021524891257286,-0.01846947893500328,0.08609852939844131,-0.9999423623085022,0.7399419999956081
0,33,0,0.031723850099286924,0.10190163385732204,-0.11118777575473396,0.1744397327455516,0.829978945852445,-0.10868176428249235,0.09234421930124102,0.8902946947212748,-0.07323156297206879,0.117255799472332,-0.20332655310630798,0.009147142060101032,-0.01903216540813446,0.07849235832691193,-0.9999014139175415,1.069217999997818
0,34,0,0.03326512178273363,0.09937057364517846,-0.11118777575473325,0.1744397327455523,0.8299789458559649,-0.10943040296100981,0.09358962409469232,0.8877256555334855,-0.07065431773662567,0.11215564608573914,-0.20066876709461212,0.008236544206738472,-0.020165950059890747,0.07234733551740646,-0.9998367428779602,0.9532669999998689
